,Actual size,Exposure,Maintenance fees,Possession,Age of building,Outdoor space,Price/sqm,Locker,Heating type:,Parking type:,Property type:,Area:,Ensuite laundry:,Parking:,Corp #:,Size:,Show all,Bed,Bath,Parking,price,Broker,MLS Number,address,amenities,included_in_maintenance_fees
0,1161,S,"$1,257.52 ",Immed/Tba,38 years old,None,"$6,944 ",Owned,Heat Pump,Underground,Condo Apt,St. Lawrence,Yes,Yes,MTCC-597,93-111 sqm, details,1,1,NA,"$749,900 ","CENTURY 21 PERCY FULTON LTD., BROKERAGE",C5393493,202 - 35 Church St,"Gym, Indoor Pool, Rec Room, Sauna, Security System, Concierge, Gym, Party Room","Water, Cable TV, Common Element, Building Insurance, Parking"
0,679,W,$444.14 ,30-60 Days,14 years old,Open Balcony,"$11,903 ",Owned,Forced Air,Underground,Condo Apt,King West,Yes,Yes,TSCC-1873,56-65 sqm, details,1+1,1,NA,"$749,900 ","SUTTON GROUP-ADMIRAL REALTY INC., BROKERAGE",C5392570,310 - 15 Stafford St,"Bike Storage, Games Room, Gym, Party Room, Security System, Visitor Parking, Beanfield Fibre Available, Meeting Room","Water, Air Conditioning, Common Element, Heat, Building Insurance, Parking"
0,645,W,$476.23 ,30 Days,2 years old,Open Balcony,"$13,332 ",Owned,Forced Air,NA,Condo Apt,Church St. Corridor,Yes,No,TSCC-2739,56-65 sqm, details,1+1,1,0,"$799,900 ","TRADEWORLD REALTY INC, BROKERAGE",C5394502,4111 - 197 Yonge St,"Concierge, Gym, Party Room, Rec Room, Rooftop Deck, Security Guard, Indoor Pool, BBQ Permitted","Heat, Common Element, Building Insurance, Air Conditioning"
0,740,SW,$375.81 ,60 Days/Tba,18 years old,Terrace,"$9,348 ",None,Heat Pump,Underground,Condo Townhouse,Yorkdale | Glen Park,Yes,Yes,TSCC-1513,65-74 sqm, details,2,1,1,"$645,000 ","FOREST HILL REAL ESTATE INC., BROKERAGE",W5395550,235 - 760 Lawrence Ave W,"BBQ Permitted, Visitor Parking, Rooftop Deck, Bike Storage, Outdoor Patio","Water, Common Element, Building Insurance, Parking"
0,917,W,"$1,136.15 ",Immed/Tba,21 years old,Open Balcony,"$5,529 ",Owned,Forced Air,Underground,Condo Apt,Steeles,Yes,Yes,MTCC-1278,84-93 sqm, details,2,2,1,"$469,999 ","LIVING REALTY INC., BROKERAGE",E5393783,1102 - 3088 Kennedy Rd,"Car Wash, Gym, Rec Room, Security System, Visitor Parking, Concierge, Party Room, Meeting Room","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,312,E,$267.43 ,Immidiately,1 years old,Open Balcony,"$15,483 ",Owned,Fan Coil,Underground,Comm Element Condo,Cabbagetown,Yes,No,TSCC-2798,0-46 sqm, details,Studio,1,0,"$449,000 ","BENCHMARK SIGNATURE REALTY INC., BROKERAGE",C5396447,1810 - 251 Jarvis St,"Concierge, Gym, Party Room, Meeting Room, Outdoor Pool, Rooftop Deck, Visitor Parking, BBQ Permitted","Heat, Common Element, Building Insurance, Air Conditioning"
0,560,E,$498.55 ,Imm,17 years old,Juliet Balcony,"$10,346 ",None,Forced Air,NA,Condo Apt,Church St. Corridor,Yes,No,TSCC-1571,46-56 sqm, details,1,1,0,"$538,000 ","HOMELIFE LANDMARK REALTY INC., BROKERAGE",C5393639,810 - 75 Dalhousie St,"Concierge, Gym, Party Room, Rooftop Deck, Security Guard, Visitor Parking, Public Transit, Elevator","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,500-599,SE,$326.57 ,Immediate,0 years old,Open Balcony,"$15,357 - $18,696",None,Forced Air,Underground,Condo Apt,The Waterfront,Yes,Yes,TSCC,46-56 sqm, details,1,1,1,"$860,000 ","RE/MAX NOBLECORP REAL ESTATE, BROKERAGE",C5394756,3202 - 19 Bathurst St,"Concierge, Gym, Guest Suites, Visitor Parking, Media Room, Outdoor Patio, Sauna, Yoga Studio","Heat, Water, Common Element, Building Insurance"
0,825,SE,$535.31 ,60 Days/ Tbd,2 years old,Open Balcony,"$12,805 ",None,Forced Air,Underground,Condo Apt,King West,Yes,Yes,TSCC-2700,74-84 sqm, details,2,2,NA,"$986,000 ","RE/MAX EPIC REALTY, BROKERAGE",C5394037,1117 - 87 Peter St,"Concierge, Guest Suites, Gym, Party Room, Rooftop Deck, Visitor Parking, Public Transit, Elevator","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,951,W,$824.12 ,Vacant,0 years old,Open Balcony,"$17,955 ",None,Forced Air,Underground,Condo Apt,Yorkville,Yes,No,TSCC-2816,84-93 sqm, details,2,2,0,"$1,580,000 ","RE/MAX CONDOS PLUS CORPORATION, BROKERAGE",C5393966,901 - 151 Avenue Rd W,"Bike Storage, Concierge, Gym, Guest Suites, Party Room, Rooftop Deck, Bike Storage, Concierge","Heat, Common Element, Building Insurance, Water"
0,977,SE,$846.65 ,Vacant,0 years old,Terrace,"$18,132 ",None,Heat Pump,Underground,Condo Apt,Yorkville,Yes,No,,84-93 sqm, details,2,2,0,"$1,650,000 ","RE/MAX CONDOS PLUS CORPORATION, BROKERAGE",C5393918,804 - 151 Avenue Rd,"Concierge, Guest Suites, Gym, Party Room, Security System, Visitor Parking, Bike Storage, Concierge","Heat, Common Element, Building Insurance, Water"
0,377,S,$314.20 ,Tba,2 years old,Open Balcony,"$21,943 ",Owned,Forced Air,Underground,Condo Apt,Church St. Corridor,Yes,No,TSCC-2739,0-46 sqm, details,Studio,1,NA,"$768,000 ","HOMELIFE LANDMARK REALTY INC., BROKERAGE",C5397376,5508 - 197 Yonge St,"Concierge, Gym, Guest Suites, Sauna, Party Room, Indoor Pool, BBQ Permitted, Bike Storage","Common Element, Building Insurance, Air Conditioning"
0,645,S,$621.62 ,Tbd,7 years old,Open Balcony,"$12,498 ",None,Forced Air,Underground,Condo Apt,Distillery District,Yes,Yes,TSCC-2392,56-65 sqm, details,1+1,1,1,"$749,900 ","RE/MAX PROFESSIONALS INC., BROKERAGE",C5394228,508 - 390 Cherry St,"BBQ Permitted, Concierge, Gym, Outdoor Pool, Party Room, Sauna, Beanfield Fibre Available, Elevator","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1488,SE,$806.73 ,30-60 Tba,43 years old,None,"$5,069 ",None,Forced Air,Underground,Condo Apt,Westminster | Branson,Yes,Yes,YCC-398,130-149 sqm, details,3,2,NA,"$699,500 ","BETTER HOMES AND GARDENS REAL ESTATE SIGNATURE SERVICE, BROKERAGE",C5393746,2803 - 100 Antibes Dr,"Gym, Party Room, Sauna, Security Guard, Visitor Parking, Pool, Meeting Room, Parking Garage","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,676,N,$470.18 ,Flexible,3 years old,Enclosed Balcony,"$13,159 ",None,Forced Air,NA,Condo Apt,St. Lawrence,Yes,No,TSCC-2665,56-65 sqm, details,1+1,1,0,"$829,000 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",C5394634,2803 - 88 Scott St,"Concierge, Guest Suites, Gym, Indoor Pool, Party Room, Rooftop Deck, Sauna, Bike Storage","Heat, Water, Common Element, Building Insurance"
0,919,SE,$780.00 ,30 Days,5 years old,Open Balcony,"$11,047 ",Owned,Forced Air,Underground,Condo Apt,Lansing-Westgate,Yes,Yes,TSCC-2501,84-93 sqm, details,2+1,2,1,"$939,000 ","RE/MAX REAL ESTATE SOLUTIONS, BROKERAGE",C5393996,1003 - 11 Bogert Ave,"Concierge, Gym, Indoor Pool, Party Room, Rec Room, Visitor Parking, Rooftop Deck, Guest Suites","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,881,SW,$571.24 ,Flexible,14 years old,Open Balcony,"$10,732 ",None,Forced Air,Underground,Condo Apt,The Core,Yes,Yes,TSCC-1863,74-84 sqm, details,2,2,NA,"$880,000 ","RE/MAX REAL ESTATE CENTRE INC., BROKERAGE",C5394581,2911 - 18 Yonge St,"Rooftop Deck, Concierge, Party Room, Visitor Parking, Meeting Room, Parking Garage, Pet Restriction, Sauna","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,483,E,$358.67 ,Tba,2 years old,Open Balcony,"$13,311 ",None,Forced Air,NA,Condo Apt,The Waterfront,Yes,No,TSCC-2706,0-46 sqm, details,1,1,0,"$599,000 ","SUTTON GROUP REALTY SYSTEMS INC., BROKERAGE",C5394053,1207 - 16 Bonnycastle St,"Beanfield Fibre Available, Rec Room, Yoga Studio, Gym, Concierge, Party Room, Outdoor Pool, Business Centre (WiFi)","Heat, Common Element, Building Insurance"
0,550,S,$464.32 ,Immed/Tbc,16 years old,None,"$9,784 ",Owned,Forced Air,Underground,Condo Apt,St. Lawrence,Yes,No,TSCC-1708,46-56 sqm, details,Studio,1,NA,"$499,000 ","ROYAL LEPAGE REAL ESTATE SERVICES PROPERTIES INSTYLE, BROKERAGE",C5394107,605 - 230 King St E,"Concierge, Gym, Guest Suites, Party Room, Rooftop Deck, Visitor Parking, Public Transit, Elevator","Heat, Water, Air Conditioning, Common Element, Hydro, Building Insurance"
0,1083,SE,$722.83 ,Flex 30/60,4 years old,Open Balcony,"$12,752 ",Owned,Forced Air,Underground,Condo Apt,Mimico,Yes,Yes,TSCC-2590,93-111 sqm, details,2+1,2,1,"$1,288,000 ","CENTURY 21 DREAMS INC., BROKERAGE",W5395009,2001 - 56 Annie Craig Dr,"Concierge, Gym, Indoor Pool, Media Room, Party Room, Visitor Parking, BBQ Permitted, Guest Suites","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1241,E,$750.98 ,Tbd/Flex,9 years old,Terrace,"$12,174 ",Owned,Forced Air,Underground,Comm Element Condo,King West,Yes,Yes,TSCC-2266,111-130 sqm, details,2,2,NA,"$1,400,000 ","RE/MAX ESCARPMENT REALTY INC., BROKERAGE",C5394289,106 - 650 King St W,"Beanfield Fibre Available, Concierge, Gym, Outdoor Patio, Parking Garage, Pets, Rooftop Deck, Security Guard","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,452,NE,$372.77 ,Flexible,1 years old,Enclosed Balcony,"$14,262 ",Owned,Forced Air,NA,Condo Apt,Cabbagetown,Yes,No,TSCC-2798,0-46 sqm, details,1,1,NA,"$599,000 ","OWN IT REALTY INC., BROKERAGE",C5395489,529 - 251 Jarvis St E,"Concierge, Gym, Outdoor Pool, Party Room, Rooftop Deck, Meeting Room, Visitor Parking, BBQ Permitted","Heat, Water, Common Element, Building Insurance, Air Conditioning"
0,1959,NW,"$2,196.95 ",Immediate,9 years old,Terrace,"$18,599 ",None,Forced Air,Underground,Condo Apt,Queen West,Yes,2,TSCC-2258,167-186 sqm, details,2+1,3,2,"$3,385,000 ","RE/MAX PREMIER INC., BROKERAGE",C5395197,5003 - 180 University Ave,"Car Wash, Concierge, Gym, Indoor Pool, Security Guard, Visitor Parking, Public Transit, Party Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,660,SW,$562.31 ,Or Tbd,9 years old,Open Balcony,"$10,623 ",Owned,Forced Air,Underground,Condo Apt,Bayview Village,Yes,Yes,TSCC-2231,65-74 sqm, details,1+1,1,1,"$648,000 ","RE/MAX REALTRON REALTY INC., BROKERAGE",C5394218,2103 - 29 Singer Crt,"Gym, Indoor Pool, Media Room, Party Room, Security Guard, Concierge, Visitor Parking, Guest Suites","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,503,E,$398.30 ,Tbd,5 years old,Open Balcony,"$12,466 ",Owned,Forced Air,Underground,Condo Apt,The Core,Yes,No,TSCC-2510,46-56 sqm, details,1,1,NA,"$585,900 ","T.O. CONDOS REALTY INC., BROKERAGE",C5394624,1901 - 12 York St,"Concierge, Gym, Media Room, Security Guard, Visitor Parking, Rooftop Deck, Public Transit, Party Room","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,675,W,$599.00 ,30 - 60 Days,4 years old,Open Balcony,"$11,586 ",Owned,Forced Air,NA,Condo Apt,St. Lawrence,Yes,No,TSCC-2588,56-65 sqm, details,1+1,1,NA,"$729,900 ","Royal LePage Meadowtowne Realty Inc., Brokerage",C5396921,2503 - 1 The Esplanade,"Beanfield Fibre Available, Concierge, Guest Suites, Media Room, Party Room, Rec Room, Rooftop Deck, Sauna","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,1786,SW,"$1,190.00 ",Vacant,0 years old,Terrace,"$12,620 ",Owned,Heat Pump,Underground,Condo Apt,Corktown,Yes,Yes,TSCC-2839,186-209 sqm, details,3,3,1,"$2,095,000 ","MILBORNE REAL ESTATE INC., BROKERAGE",C5394088,PH1 - 21 Lawren Harris Sq,"BBQ Permitted, Bike Storage, Concierge, Gym, Rooftop Deck, Visitor Parking, Beanfield Fibre Available, Bike Storage","Common Element, Building Insurance, Water"
0,656,NE,$428.50 ,Tbd,2 years old,Open Balcony,"$10,983 ",Owned,Forced Air,NA,Condo Apt,St. Lawrence,Yes,No,TSCC-2725,56-65 sqm, details,1+1,1,0,"$669,990 ","RE/MAX REALTY SERVICES INC., BROKERAGE",C5393881,523 - 460 Adelaide St E,"BBQ Permitted, Bike Storage, Concierge, Gym, Party Room, Rooftop Deck, Visitor Parking, Guest Suites","Heat, Water, Common Element, Building Insurance, Air Conditioning"
0,1200-1399,E,$718.50 ,Immediate,50 years old,Open Balcony,"$3,685 - $4,315",None,Water,Underground,Condo Apt,Kingsview Village | The Westway,Yes,Yes,YCC-42,111-130 sqm, details,3,2,1,"$479,000 ","NEW VENTURES REALTY INC., BROKERAGE",W5393636,1210 - 340 Dixon Rd,"Gym, Indoor Pool, Party Room, Security Guard, Visitor Parking, Meeting Room, Security System, Rec Room","Heat, Water, Common Element, Building Insurance, Parking"
0,1206,NW,$986.56 ,30/60/Tbd,38 years old,Open Balcony,"$7,499 ",Ensuite,Forced Air,Underground,Condo Apt,Church St. Corridor,Yes,Yes,MTCC-615,111-130 sqm, details,2,2,NA,"$839,900 ","KELLER WILLIAMS ADVANTAGE REALTY, BROKERAGE",C5393752,301 - 192 Jarvis St,"BBQ Permitted, Bike Storage, Gym, Party Room, Rooftop Deck, Visitor Parking, Public Transit, Parking Garage","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,595,S,$463.32 ,90/120 Days,14 years old,Open Balcony,"$14,091 ",Owned,Forced Air,Underground,Condo Apt,Bay St. Corridor,Yes,Yes,TSCC-1866,56-65 sqm, details,1,1,NA,"$775,000 ","CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",C5394398,508 - 763 Bay St,"Concierge, Guest Suites, Gym, Indoor Pool, Media Room, Party Room, Meeting Room, Parking Garage","Heat, Water, Hydro, Common Element, Building Insurance, Parking, Air Conditioning"
0,918,SW,$621.10 ,Imm,0 years old,Open Balcony,"$10,565 ",Owned,Forced Air,Underground,Condo Apt,Mount Pleasant West,Yes,Yes,TSCC-2858,84-93 sqm, details,2,2,1,"$898,000 ","FOREST HILL REAL ESTATE INC., BROKERAGE",C5393790,308 - 11 Lillian St,"Concierge, Gym, Party Room, Rooftop Deck, BBQ Permitted, Billiards / Table Tennis Room, Concierge, Dining Room","Heat, Water, Common Element, Building Insurance"
0,1281,NE,$932.14 ,30-60 Days,20 years old,Terrace,"$10,882 ",Exclusive,Forced Air,Underground,Condo Apt,Rosedale-Moore Park,Yes,Yes,MTCC-1380,111-130 sqm, details,2,2,1,"$1,295,000 ","ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",C5394628,303 - 388 Bloor St E,"BBQ Permitted, Bike Storage, Concierge, Gym, Sauna, Visitor Parking, Public Transit, Guest Suites","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance"
0,1070,W,$892.51 ,Tbd,29 years old,Open Balcony,"$9,081 ",Owned,Forced Air,Underground,Condo Apt,Birchcliffe-Cliffside,Yes,3,MTCC-1010,93-111 sqm, details,2,2,NA,"$899,000 ","ROYAL LEPAGE ESTATE REALTY, BROKERAGE",E5393750,501 - 1093 Kingston Rd,"Car Wash, Concierge, Gym, Guest Suites, Party Room, Visitor Parking, Meeting Room, Parking Garage","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,811,SE,$578.24 ,Tba,15 years old,Open Balcony,"$8,253 ",None,Forced Air,Underground,Condo Apt,Islington | City Centre West,Yes,Yes,TSCC-1723,74-84 sqm, details,1+1,1,NA,"$619,000 ","RE/MAX WEST REALTY INC., BROKERAGE",W5394564,424 - 5233 Dundas St W,"Guest Suites, Gym, Indoor Pool, Security Guard, Visitor Parking, Concierge, Public Transit, Party Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,615,W,$768.54 ,Flexible,17 years old,None,"$8,595 ",None,Forced Air,Underground,Condo Apt,King West,Yes,No,TSCC-1628,56-65 sqm, details,1,1,NA,"$489,900 ","LANDLORD REALTY INC., BROKERAGE",C5395393,M32 - 350 Wellington St W,"Concierge, Gym, Indoor Pool, Sauna, Public Transit, Elevator, Parking Garage, Pet Restriction","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance"
0,1232,E,"$1,246.30 ",Flexible,43 years old,Terrace,"$8,553 ",Owned,Baseboard,Underground,Condo Apt,Mount Pleasant West,Yes,Yes,YCC-425,111-130 sqm, details,3,2,NA,"$975,000 ","RE/MAX WEST REALTY INC., BROKERAGE",C5394034,104 - 70 Erskine Ave,"BBQ Permitted, Bike Storage, Security System, Visitor Parking, Parking Garage, Pet Restriction","Heat, Water, Hydro, Cable TV, Common Element, Building Insurance, Parking"
0,900-999,E,$600.30 ,30 Days,31-50 years old,Open Balcony,"$4,059 - $4,494",None,Baseboard,Underground,Condo Apt,Kingsview Village | The Westway,Yes,Yes,YCC-42,84-93 sqm, details,2,1,1,"$377,500 ","HOMELIFE/CIMERMAN REAL ESTATE LIMITED, BROKERAGE",W5396126,1909 - 320 Dixon Rd,"Bike Storage, Indoor Pool","Heat, Water"
0,1552,SW,$990.00 ,Vacant,0 years old,Terrace,"$12,049 ",Owned,Heat Pump,Underground,Condo Apt,Corktown,Yes,Yes,TSCC-2839,167-186 sqm, details,2,2,NA,"$1,735,000 ","MILBORNE REAL ESTATE INC., BROKERAGE",C5393936,703 - 21 Lawren Harris Sq,"BBQ Permitted, Bike Storage, Concierge, Gym, Rooftop Deck, Visitor Parking, Beanfield Fibre Available, Bike Storage","Common Element, Building Insurance, Water"
0,708,S,$505.00 ,2021-11-01 0:00,5 years old,Open Balcony,"$10,591 ",Exclusive,Forced Air,Underground,Condo Apt,The Core,Yes,No,TSCC,65-74 sqm, details,2,2,NA,"$699,000 ","CENTURY 21 REGAL REALTY INC., BROKERAGE",C5394416,1801 - 70 Temperance St N,"BBQ Permitted, Games Room, Guest Suites, Gym, Media Room, Party Room, Rooftop Deck, Concierge","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,918,SW,$807.16 ,Immed/Tba,18 years old,Open Balcony,"$10,000 ",Owned,Forced Air,Underground,Condo Apt,The Waterfront,Yes,Yes,TSCC-1536,84-93 sqm, details,2,2,NA,"$850,000 ","SWANSON, DONNA, BROKERAGE",C5395019,830 - 230 Queens Quay W,"Bike Storage, Concierge, Gym, Indoor Pool, Party Room, Sauna, Public Transit, Visitor Parking","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,1294,S,$936.59 ,Immediate,42 years old,Enclosed Balcony,"$5,792 ",None,Forced Air,Underground,Condo Apt,Don Valley Village,Yes,Yes,YCC-473,111-130 sqm, details,2+1,2,1,"$695,000 ","TRADEWORLD REALTY INC, BROKERAGE",C5395644,2106 - 1555 Finch Ave E,"Gym, Indoor Pool, Security Guard, Visitor Parking, Party Room, Meeting Room, Pet Restriction, Rec Room","Heat, Water, Hydro, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,745,SE,$506.64 ,Immediate,7 years old,Terrace,"$12,754 ",Owned,Forced Air,Underground,Condo Apt,Liberty Village,No,Yes,TSCC-2371,65-74 sqm, details,2+1,2,NA,"$880,000 ","HOMELIFE BEST CHOICE REALTY, BROKERAGE",C5394652,3005 - 150 East Liberty St,"Concierge, Gym, Guest Suites, Media Room, Sauna, BBQ Permitted, Beanfield Fibre Available, Business Centre (WiFi)","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,516,W,$453.20 ,30 Days Immed.,2 years old,Terrace,"$15,310 ",Owned,Heat Pump,Underground,Condo Apt,The Waterfront,Yes,Yes,TSCC-2706,46-56 sqm, details,1,1,NA,"$734,900 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",C5394035,219 - 12 Bonnycastle St,"Bike Storage, Concierge, Gym, Outdoor Pool, Party Room, Rooftop Deck, Beanfield Fibre Available, Rec Room","Common Element, Building Insurance, Cable TV"
0,1000-1199,SE,$0.00 ,Tbd,New,Open Balcony,"$10,946 - $13,065",None,Heat Pump,NA,Condo Apt,St. Lawrence,Yes,No,TSCC,93-111 sqm, details,3,2,0,"$1,215,000 ","KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",C5394760,402 - 75 The Esplanade,"BBQ Permitted, Concierge, Dining Room, Gym, Outdoor Patio, Outdoor Pool, Parking Garage, Party Room",Water
0,580,SE,$386.81 ,Flexible,0 years old,Open Balcony,"$13,500 ",None,Forced Air,NA,Condo Apt,Church St. Corridor,Yes,No,TSCC-2840,56-65 sqm, details,1+1,1,0,"$729,000 ","EXECUTIVE REAL ESTATE SERVICES LTD., BROKERAGE",C5394767,3001 - 77 Mutual St,"BBQ Permitted, Bike Storage, Concierge, Gym, Visitor Parking, Party Room, Yoga Studio, Bike Storage","Water, Common Element, Building Insurance"
0,963,NE,$826.52 ,T B A,23 years old,None,"$10,056 ",Exclusive,Fan Coil,Underground,Condo Apt,St. Lawrence,Yes,Yes,MTCC-1170,84-93 sqm, details,2,2,1,"$895,000 ","RE/MAX FIND PROPERTIES, BROKERAGE",C5390983,1213 - 7 King St E,"Concierge, Gym, Indoor Pool, Party Room, Rec Room, Rooftop Deck, Parking Garage, Pet Restriction","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,766,NW,$552.63 ,60 Days/Tba,14 years old,Terrace,"$12,676 ",Owned,Fan Coil,Underground,Condo Apt,King West,Yes,Yes,TSCC-1875,65-74 sqm, details,1+1,1,NA,"$899,990 ","POPE REAL ESTATE LIMITED, BROKERAGE",C5390644,207 - 20 Stewart St,"BBQ Permitted, Security System, Beanfield Fibre Available, Parking Garage, Pets","Heat, Water, Common Element, Air Conditioning, Building Insurance, Parking"
0,2000-2249,W,"$1,419.00 ",Early 2022,New,Terrace,"$14,115 - $15,860",Owned,Forced Air,Owned,Condo Townhouse,Toronto,Yes,2,,186-209 sqm, details,2,3,2,"$2,950,000 ","DEL REALTY INCORPORATED, BROKERAGE",C5390662,106 - 118 Merchants' Wharf,"Bike Storage, Concierge, Gym, Outdoor Pool, Party Room, Rooftop Deck, Visitor Parking, Business Centre (WiFi)","Common Element, Building Insurance"
0,1000-1199,W,$710.76 ,Immediate,13 years old,Open Balcony,"$6,288 - $7,505",Exclusive,Radiant,Underground,Co-Ownership Apt,Forest Hill North,Yes,Yes,,93-111 sqm, details,2,2,NA,"$698,000 ","KELLER WILLIAMS REAL ESTATE ASSOCIATES, BROKERAGE",C5397891,303 - 2603 Bathurst St,"Gym, Guest Suites, Security System, Party Room, BBQ Permitted, Media Room, Outdoor Patio","Heat, Water, Common Element, Building Insurance"
0,1008,SE,$741.97 ,Immediate,11 years old,Open Balcony,"$7,968 ",Owned,Forced Air,Underground,Condo Apt,York University Heights,Yes,2,TSCC-2121,93-111 sqm, details,2+1,2,NA,"$749,000 ","HOMELIFE WOODBINE REALTY INC., BROKERAGE",W5390516,1405 - 1070 Sheppard Ave W,"Concierge, Guest Suites, Gym, Indoor Pool, Party Room, Visitor Parking, FibreStream Internet, Media Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
